Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
47,Female,White,Married,None,Not employed for pay,"$30,000 to under $40,000",25,Yes,No,No,Borrowed the book from a library,No,No
47,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",25,Yes,No,No,Borrowed the book from a library,Yes,Yes
46,Male,White,Single,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",25,Yes,No,No,Borrowed the book from a library,Yes,Yes
45,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",25,Yes,No,Yes,Purchased the book,Yes,Yes
44,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",25,Yes,No,Yes,Purchased the book,Yes,Yes
44,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",25,Yes,Yes,Yes,Purchased the book,Yes,No
43,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",25,Yes,No,No,Purchased the book,No,Yes
42,Female,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",25,Yes,No,No,Purchased the book,No,No
42,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$40,000 to under $50,000",25,No,No,No,Purchased the book,Yes,Yes
40,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",25,Yes,No,Yes,Purchased the book,Yes,Yes
39,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",25,Yes,Yes,Yes,8,No,Yes
39,Male,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",25,Yes,No,No,Purchased the book,Yes,Yes
39,Male,White,Married,College graduate,Have own business/self-employed,"$40,000 to under $50,000",25,Yes,No,No,Got the book some other way,No,Yes
38,Female,White,Married,College graduate,Not employed for pay,"$100,000 to under $150,000",25,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
37,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,Refused,25,Yes,Yes,Yes,Borrowed the book from a library,No,Yes
35,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",25,Yes,No,No,Purchased the book,No,Yes
35,Male,White,Widowed,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",25,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
34,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",25,Yes,No,Yes,Borrowed the book from a library,Yes,No
32,Female,White,Married,"Some college, no 4-year degree",Disabled,"$10,000 to under $20,000",25,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
27,Male,White,Never been married,College graduate,Employed part-time,"$50,000 to under $75,000",25,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
27,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$30,000 to under $40,000",25,Yes,No,No,Purchased the book,Yes,No
25,Male,White,Never been married,College graduate,Employed full-time,"$30,000 to under $40,000",25,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
25,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",25,Yes,No,Yes,Got the book some other way,Yes,Yes
24,Female,White,Never been married,High school graduate,Employed full-time,"$20,000 to under $30,000",25,Yes,No,No,Purchased the book,No,No
23,Male,White,Married,College graduate,Employed full-time,"$20,000 to under $30,000",25,Yes,Yes,No,Borrowed the book from a library,No,No
21,Male,White,Never been married,High school graduate,Employed full-time,"Less than $10,000",25,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
21,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",25,No,No,Yes,Got the book some other way,No,No
19,Male,White,Never been married,High school graduate,Not employed for pay,"$10,000 to under $20,000",25,Yes,No,No,Borrowed the book from a library,Yes,No
17,Male,White,Never been married,High school incomplete,Employed part-time,"$30,000 to under $40,000",25,Yes,No,No,Borrowed the book from a library,No,No
17,Male,White,Never been married,High school incomplete,Employed part-time,"$50,000 to under $75,000",25,No,No,Yes,Purchased the book,Yes,Yes
17,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",25,Yes,No,No,Got the book some other way,No,Yes
16,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",25,Yes,No,No,Purchased the book,Yes,No
16,Male,Mixed race,Single,None,Not employed for pay,"9$100,000 to under $150,000",24,Yes,No,No,Got the book some other way,No,No
65,Male,Black or African-American,Don’t know,College graduate,Retired,"$30,000 to under $40,000",24,Yes,No,No,Purchased the book,Yes,Yes
55,Male,Black or African-American,Divorced,High school graduate,Disabled,"$20,000 to under $30,000",24,Yes,No,No,Got the book some other way,No,No
51,Male,Black or African-American,Separated,High school graduate,Disabled,"$20,000 to under $30,000",24,Yes,No,No,Got the book some other way,Yes,No
30,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",24,Yes,No,Yes,Purchased the book,Yes,Yes
85,Female,White,Married,High school graduate,Retired,"$40,000 to under $50,000",24,Yes,No,No,Borrowed the book from a library,Yes,Yes
85,Male,White,Married,College graduate,Employed part-time,"$50,000 to under $75,000",24,Yes,No,No,Borrowed the book from a library,Yes,Yes
84,Female,White,Widowed,High school graduate,Not employed for pay,"$10,000 to under $20,000",24,Yes,No,No,Purchased the book,Yes,No
83,Female,White,Widowed,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",24,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
75,Female,White,Married,College graduate,Retired,"$50,000 to under $75,000",24,Yes,Yes,Yes,Got the book some other way,No,Yes
69,Female,White,Married,College graduate,Retired,Refused,24,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
69,Male,White,Never been married,High school graduate,Retired,"$20,000 to under $30,000",24,Yes,No,No,Purchased the book,Yes,Yes
67,Female,White,Divorced,Post-graduate training/professional school after college,Employed part-time,"$75,000 to under $100,000",24,Yes,Yes,Yes,Got the book some other way,No,No
65,Male,White,Married,"Some college, no 4-year degree",Employed part-time,"$75,000 to under $100,000",24,Yes,Yes,No,Purchased the book,Yes,Yes
64,Female,White,Married,College graduate,Retired,"$40,000 to under $50,000",24,Yes,No,No,Borrowed the book from a library,Yes,No
63,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",24,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
62,Male,White,Divorced,Post-graduate training/professional school after college,Retired,"$40,000 to under $50,000",24,Yes,No,Yes,Purchased the book,Yes,Yes
60,Female,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",24,No,No,Yes,Purchased the book,No,No
60,Female,White,Widowed,High school graduate,Employed part-time,"$20,000 to under $30,000",24,Yes,No,No,Purchased the book,Yes,No
60,Female,White,Married,High school graduate,Employed part-time,"$30,000 to under $40,000",24,Yes,No,No,Borrowed the book from a library,Yes,Yes
60,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",24,Yes,No,Yes,Got the book some other way,Yes,Yes
59,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$75,000 to under $100,000",24,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
58,Male,White,Separated,College graduate,Retired,Refused,24,Yes,No,No,Purchased the book,Yes,Yes
57,Female,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",24,Yes,No,No,Purchased the book,Yes,No
55,Female,White,Married,College graduate,Employed full-time,Refused,24,No,Yes,Yes,Purchased the book,Yes,No
54,Female,White,Married,College graduate,Employed part-time,"$100,000 to under $150,000",24,Yes,No,Yes,Purchased the book,Yes,Yes
51,Female,White,Married,"Technical, trade or vocational school AFTER high school",Retired,"$50,000 to under $75,000",24,Yes,No,Yes,Got the book some other way,No,Yes
50,Male,White,Married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",24,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
50,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",24,Yes,No,No,Purchased the book,Yes,No
50,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",24,Yes,No,Yes,Purchased the book,Yes,No
47,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",24,Yes,No,No,Borrowed the book from a library,Yes,Yes
47,Female,White,Never been married,Post-graduate training/professional school after college,Not employed for pay,"$100,000 to under $150,000",24,Yes,No,Yes,Purchased the book,No,No
41,Male,White,Married,College graduate,Retired,"$100,000 to under $150,000",24,Yes,No,Yes,Purchased the book,Yes,Yes
33,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$30,000 to under $40,000",24,Yes,No,No,Purchased the book,No,Yes
17,Female,White,Never been married,High school incomplete,Not employed for pay,"$75,000 to under $100,000",24,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
21,Female,White,Never been married,College graduate,Employed full-time,"$100,000 to under $150,000",23,Yes,No,Yes,Purchased the book,Yes,Yes
58,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",22,Yes,Yes,Yes,Purchased the book,Yes,No
50,Female,Refused,Don’t know,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",20,Yes,Yes,Yes,Got the book some other way,Yes,Yes
49,Female,Refused,Divorced,Post-graduate training/professional school after college,Employed part-time,"$40,000 to under $50,000",20,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
46,Female,Refused,Living with a partner,High school graduate,Employed full-time,Refused,20,Yes,No,No,Purchased the book,Yes,No
38,Male,Refused,Married,Post-graduate training/professional school after college,Employed full-time,Refused,20,Yes,Yes,Yes,Purchased the book,Yes,Yes
21,Male,Other,Living with a partner,High school incomplete,Employed part-time,"$40,000 to under $50,000",20,Yes,No,No,Purchased the book,No,Yes
40,Female,Native American/American Indian,Divorced,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",20,Yes,No,Yes,Purchased the book,Yes,Yes
39,Male,Mixed race,Never been married,College graduate,Employed full-time,"$40,000 to under $50,000",20,Yes,No,No,Purchased the book,No,No
27,Female,Mixed race,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",20,No,Yes,No,Purchased the book,Yes,Yes
24,Male,Mixed race,Never been married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",20,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
17,Female,Mixed race,Never been married,High school incomplete,Employed full-time,"Less than $10,000",20,Yes,Yes,Yes,Got the book some other way,Yes,No
17,Female,Mixed race,Never been married,High school incomplete,Not employed for pay,"$100,000 to under $150,000",20,Yes,No,No,Borrowed the book from a friend or family member,No,No
16,Male,Mixed race,Never been married,High school incomplete,Student,"9$100,000 to under $150,000",20,Yes,No,Yes,Purchased the book,No,Yes
47,Male,Asian or Pacific Islander,Married,"Technical, trade or vocational school AFTER high school",Student,"$100,000 to under $150,000",20,Yes,No,No,Purchased the book,No,Yes
34,Female,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",20,Yes,No,Yes,Got the book some other way,No,Yes
25,Male,Asian or Pacific Islander,Never been married,College graduate,Employed full-time,Refused,20,Yes,No,Yes,Got the book some other way,Yes,Yes
25,Female,Asian or Pacific Islander,Living with a partner,College graduate,Employed full-time,Refused,20,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
78,Female,Black or African-American,Widowed,High school graduate,Retired,"9$100,000 to under $150,000",20,No,No,Yes,Purchased the book,No,Yes
60,Male,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",20,Yes,Yes,No,Purchased the book,Yes,Yes
56,Female,Black or African-American,Divorced,High school graduate,Employed full-time,"$20,000 to under $30,000",20,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
47,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",20,Yes,No,No,Borrowed the book from a library,Yes,Yes
